id,name,castTime,minRange,maxRange,isPassive,isTalent,cooldown,costs
47585,Dispersion,0.000000,0,0,0,0,120.000000,
21562,Power Word: Fortitude,0.000000,0,40,0,0,0.000000,
238558,Misery,0.000000,0,0,1,1,0.000000,
213634,Purify Disease,0.000000,0,40,0,0,8.000000,
586,Fade,0.000000,0,0,0,0,30.000000,
73325,Leap of Faith,0.000000,0,40,0,0,90.000000,
193223,Surrender to Madness,0.000000,0,0,0,1,240.000000,
205351,Shadow Word: Void,1.322000,0,40,0,1,0.000000,
64129,Body and Soul,0.000000,0,0,1,1,0.000000,
8122,Psychic Scream,0.000000,0,0,0,0,60.000000,
15487,Silence,0.000000,0,30,0,0,45.000000,
199855,San'layn,0.000000,0,0,1,1,0.000000,
228264,Voidform,0.000000,0,0,1,0,0.000000,
263346,Dark Void,1.762000,0,40,0,0,30.000000,
8092,Mind Blast,1.322000,0,40,0,0,0.000000,
228266,Void Bolt,0.000000,0,0,1,0,4.500000,
17,Power Word: Shield,0.000000,0,40,0,0,0.000000,
193225,Legacy of the Void,0.000000,0,0,1,1,0.000000,
78203,Shadowy Apparitions,0.000000,0,0,1,0,0.000000,
109142,Twist of Fate,0.000000,0,0,1,1,0.000000,
77486,Mastery: Madness,0.000000,0,0,1,0,0.000000,
228260,Void Eruption,0.000000,0,40,0,0,0.000000,INSANITY:0
193195,Fortress of the Mind,0.000000,0,0,1,1,0.000000,
205369,Mind Bomb,0.000000,0,30,0,1,30.000000,
15286,Vampiric Embrace,0.000000,0,0,0,0,120.000000,
585,Smite,1.322000,0,40,0,0,0.000000,
199849,Lingering Insanity,0.000000,0,0,1,1,0.000000,
589,Shadow Word: Pain,0.000000,0,40,0,0,0.000000,
528,Dispel Magic,0.000000,0,30,0,0,0.000000,
32375,Mass Dispel,1.322000,0,30,0,0,45.000000,
232698,Shadowform,0.000000,0,0,0,0,0.000000,
2061,Flash Heal,1.322000,0,40,0,0,0.000000,
9484,Shackle Undead,1.322000,0,30,0,0,0.000000,
32379,Shadow Word: Death,0.000000,0,40,0,1,0.000000,
2096,Mind Vision,0.000000,0,50000,0,0,0.000000,
605,Mind Control,1.586000,0,30,0,0,0.000000,
155271,Auspicious Spirits,0.000000,0,0,1,1,0.000000,
162452,Shadowy Insight,0.000000,0,0,1,1,0.000000,
211522,Psyfiend,0.000000,0,40,0,0,45.000000,
205385,Shadow Crash,0.000000,0,40,0,0,20.000000,
34433,Shadowfiend,0.000000,0,40,0,0,180.000000,
48045,Mind Sear,0.000000,0,40,0,0,0.000000,
193173,Mania,0.000000,0,0,1,1,0.000000,
200174,Mindbender,0.000000,0,40,0,1,60.000000,
263716,Last Word,0.000000,0,0,1,1,0.000000,
263165,Void Torrent,0.000000,0,40,0,1,45.000000,
34914,Vampiric Touch,1.322000,0,40,0,0,0.000000,
280711,Dark Ascension,0.000000,0,40,0,0,60.000000,
64044,Psychic Horror,0.000000,0,30,0,0,45.000000,
2006,Resurrection,8.811000,0,40,0,0,0.000000,
1706,Levitate,0.000000,0,30,0,0,0.000000,
345218,Hungering Void,0,0,0,0,1,0,
15407,Mind Flay,4.5,0,0,0,0,0,
341385,Searing Nightmare,0,0,0,0,1,0,INSANITY:30
341205,Dark Thoughts,0,0,0,0,0,0,
335467,Devouring Plague,0,0,0,0,0,0,INSANITY:50
325283,Ascended Blast,0,0,0,0,0,3,
325020,Ascended Nova,0,0,0,0,0,0,
325013,Boon of the Ascended,1.5,0,0,0,0,180,
10060,Power Infusion,0,0,0,0,0,120,
34433,Fiend,0,0,0,0,0,180,
327661,Fae Guardians,0,0,0,0,0,90,
341374,Damnation,0,0,0,0,1,45,
199484,Psychic Link,0,0,0,0,0,0,
341207,Dark Thought,0,0,0,0,0,0,
323673,Mindgames,1.5,0,0,0,0,45,
341273,Unfurling Darkness,0,0,0,0,0,0,
120517,Halo,0,0,30,0,1,40,MANA:1350
19236,Desperate Prayer,0,0,0,0,0,90,
373212,Insidious Ire,0,0,0,0,1,0,
373427,Inescapable Torment,0,0,0,0,1,0,
392507,Deathspeaker,0,0,0,0,1,0,
409044,Distorted Reality,0,0,0,0,1,0,
375994,Mental Decay,0,0,0,0,1,0,
406777,Whispering Shadows,0,0,0,0,1,0,
373202,Mind Devourer,0,0,0,0,1,0,
373273,Idol of Yogg-Saron,0,0,0,0,1,0,
377349,Idol of C'Thun,0,0,0,0,1,0,
122121,Divine Star,0,0,30,0,1,15,
73510,Mind Spike,0,0,40,0,1,0,
394963,Dark Reveries,0,0,0,0,0,0,
