id,name,castTime,minRange,maxRange,isPassive,isTalent,cooldown,costs
5487,Bear Form,0.000000,0,0,0,0,0.000000,
93402,Sunfire,0.000000,0,45,0,0,0.000000,
6795,Growl,0.000000,0,35,0,0,8.000000,
145108,Ysera's Gift,0.000000,0,105,1,0,0.000000,
5221,Shred,0.000000,0,0,0,0,0.000000,ENERGY:40
77492,Mastery: Starlight,0.000000,0,0,1,0,0.000000,
783,Travel Form,0.000000,0,0,0,0,0.000000,
197491,Guardian Affinity,0.000000,0,0,1,1,0.000000,
194223,Celestial Alignment,0.000000,0,0,0,0,180.000000,
276029,Flight Form,0.000000,0,0,1,0,0.000000,
279708,Empowerments,0.000000,0,0,1,0,0.000000,
191034,Starfall,0.000000,0,45,0,0,0.000000,LUNAR_POWER:40
50769,Revive,9.103000,0,45,0,0,0.000000,
78674,Starsurge,0.000000,0,45,0,0,0.000000,LUNAR_POWER:40
48438,Wild Growth,1.365000,0,45,0,0,10.000000,
197492,Restoration Affinity,0.000000,0,0,1,1,0.000000,
276012,Aquatic Form,0.000000,0,0,1,0,0.000000,
24858,Moonkin Form,0.000000,0,0,0,0,0.000000,
202430,Nature's Balance,0.000000,0,0,1,1,0.000000,
197524,Astral Influence,0.000000,0,0,1,0,0.000000,
252216,Tiger Dash,0.000000,0,0,0,1,45.000000,
18562,Swiftmend,0.000000,0,45,0,0,0.000000,
132469,Typhoon,0.000000,0,20,0,1,30.000000,
2637,Hibernate,1.365000,0,40,0,0,0.000000,
114107,Soul of the Forest,0.000000,0,0,1,1,0.000000,
205636,Force of Nature,0.000000,0,45,0,0,60.000000,
8936,Regrowth,1.365000,0,45,0,0,0.000000,
102401,Wild Charge,0.000000,5,30,0,1,15.000000,
193753,Dreamwalk,9.103000,0,0,0,0,60.000000,
202770,Fury of Elune,0.000000,0,45,0,0,60.000000,
768,Cat Form,0.000000,0,0,0,0,0.000000,
202345,Starlord,0.000000,0,0,1,1,0.000000,
1850,Dash,0.000000,0,0,0,0,120.000000,
774,Rejuvenation,0.000000,0,45,0,0,0.000000,
279619,Eclipse,0.000000,0,0,1,0,0.000000,
2908,Soothe,0.000000,0,45,0,0,10.000000,
33917,Mangle,0.000000,0,0,0,0,6.000000,
78675,Solar Beam,0.000000,0,45,0,0,60.000000,
279620,Twin Moons,0.000000,0,0,1,1,0.000000,
274281,New Moon,0.910000,0,45,0,1,0.000000,
202768,Half Moon,0.910000,0,45,0,1,0.000000,
202771,Full Moon,0.910000,0,45,0,1,0.000000,
274281,New Moon,0.910000,0,45,0,1,0.000000,
202354,Stellar Drift,0.000000,0,0,1,1,0.000000,
29166,Innervate,0.000000,0,45,0,0,180.000000,
8921,Moonfire,0.000000,0,45,0,0,0.000000,
5215,Prowl,0.000000,0,0,0,0,6.000000,
339,Entangling Roots,1.548000,0,40,0,0,0.000000,
175682,Nature's Control,0.000000,0,0,0,0,0.000000,
20484,Rebirth,1.821000,0,45,0,0,600.000000,
202347,Stellar Flare,1.365000,0,45,0,1,0.000000,
102359,Mass Entanglement,0.000000,0,35,0,1,30.000000,
2782,Remove Corruption,0.000000,0,45,0,0,8.000000,
22812,Barkskin,0.000000,0,0,0,0,60.000000,
102560,Incarnation: Chosen of Elune,0.000000,0,0,0,1,180.000000,
102560,Incarnation,0.000000,0,0,0,1,180.000000,
190984,Solar Wrath,1.365000,0,45,0,0,0.000000,
108238,Renewal,0.000000,0,0,0,1,90.000000,
194153,Lunar Strike,2.048000,0,45,0,0,0.000000,
5211,Mighty Bash,0.000000,0,0,0,1,50.000000,
202425,Warrior of Elune,0.000000,0,0,0,1,45.000000,
202157,Feral Affinity,0.000000,0,0,1,1,0.000000,
202342,Shooting Stars,0.000000,0,0,1,1,0.000000,
